title,link,create_time,underlined_count,audio_count
每日积累“背三句”-雅思口语重点话题-图书馆,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091893&idx=1&sn=eccb62ca66fba92fad3d1d611ea4b808&chksm=849164b5b3e6eda3581a0eb86b0796b535e8aaa30535dc9dc53c1fdc5cd863efd3fd40cba5b1#rd,2023-08-22 21:32,0,0
每日积累“背三句”-今天去阿那亚玩啦！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091955&idx=1&sn=97eb899f3025538454039da8dfcd5fb3&chksm=849164f3b3e6ede54d530294a72d7425c5b4964b262ed6a4adaeefeac034c4e531c6f83dabe8#rd,2023-08-24 21:38,0,0
每日积累“背三句”-谈论一位老人,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091940&idx=1&sn=e71cc0687c149b3f186d664ff5cd57dc&chksm=849164e4b3e6edf219dd7a722e9503747665d52803f979917cef583f52506ff1a160972b73a0#rd,2023-08-24 06:54,0,0
每日积累“背三句”-我爱喝咖啡！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091876&idx=1&sn=ce42127d23d8361846c646266ea8d84e&chksm=849164a4b3e6edb2db83e08d7b1fc101c3015f393f9b74f824f99a0edd8b7a90361aa19a8a68#rd,2023-08-21 21:29,0,0
每日积累“背三句”-朋友,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092350&idx=1&sn=4c119836b6a13207a42dc201fdf9d392&chksm=8491627eb3e6eb68a65dd5ec46305301c045dc8f9ff5192056840a6239bf20294ec003bb0603#rd,2023-09-17 20:59,0,0
每日积累“背三句”-口语写作必考话题-保护我们的环境！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092319&idx=1&sn=8a38da9a63ef305bb8a8165601958a36&chksm=8491625fb3e6eb4927fc2eb8b40edaf40c52bda6d90d988c3c9f085bc36b89aa3990c6023cb1#rd,2023-09-14 21:48,0,0
每日积累“背三句”-还有这话题？钓鱼！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092289&idx=1&sn=9299a22407a11b6ad1d8d9dfd587852f&chksm=84916241b3e6eb57585fa80592f8103627ba2af2cc21fe4a12f1c6d3e3c029880685e76f2747#rd,2023-09-13 06:47,0,0
每日积累“背三句”-你会弹奏什么乐器吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092311&idx=1&sn=b31985770c582ef0c1d81fe6bc30b525&chksm=84916257b3e6eb41938170cb5cb8826ced425d1c3a2a2030638e785f0f4215fd6a921e4f5814#rd,2023-09-13 21:18,0,0
每日积累“背三句”-城市 v. 乡村,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092525&idx=1&sn=a753a0317a8d013b0a31e05ccfd7631d&chksm=8491612db3e6e83b44e8bf616c8d5377e0fb7e8fb29ddc2a32639d8891d010f7e4b2d016bc0e#rd,2023-09-28 21:07,0,0
每日积累“背三句”-一定要学会这几个动词词组！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092510&idx=1&sn=8e788c6678634c576dedfff7b5f5e945&chksm=8491611eb3e6e80802b1fb9b12e4cfff404137447493abb4f374ef564e8f3f85fe85ca733c10#rd,2023-09-27 21:48,0,0
每日积累“背三句”-这样放松很有效,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092488&idx=1&sn=f414cab7184b3852b86f19136d58656d&chksm=84916108b3e6e81e056417c6de28328c52805fd51c4ee86dbe463525d08f61e1f1d08ba0d56b#rd,2023-09-26 20:33,0,0
每日积累“背三句”-你的早晨是这样的吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091805&idx=1&sn=53fa30e11a805fd2192a0f5f4a8d37bc&chksm=8491645db3e6ed4b213ad45e0315a01d868c5f437c4019b87bb6eeda0b1ded028cc54beaef86#rd,2023-08-13 18:53,0,0
每日积累“背三句”-你未来也想garden吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091754&idx=1&sn=252a81477b79661cd3c28a153c369eb7&chksm=8491642ab3e6ed3c9508b48f289179808e5bd5b07705dadda6ead2b0783473f72c8b19887d80#rd,2023-08-10 20:03,0,0
每日积累“背三句”-我的爱好,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091746&idx=1&sn=95682d810411a85a1d280d10c2a91769&chksm=84916422b3e6ed341d0ae5cbc29a1b91c6ef3cd529b70f7db03b801fd9c7ab55277caa970075#rd,2023-08-09 22:01,0,0
每日积累“背三句”-重点话题-经常帮助别人的人,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651092456&idx=1&sn=473e888bf4fa23fe9fd44f09cd89f01d&chksm=849162e8b3e6ebfe7f85a9693374d33f995f8a4b0375ec0d763d62ee8276f60bfe2c7ebb8a0d#rd,2023-09-24 20:26,0,0
每日积累“背三句”-去国外居住？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091665&idx=1&sn=1204ec4705e5e738cd5ace3b12802230&chksm=849165d1b3e6ecc7914226c3f248324eeead24412dc59dcfa99b70717e0fc0482e8653c18e12#rd,2023-08-01 21:50,0,0
每日积累“背三句”-城市居住的问题,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091659&idx=1&sn=a1110234cc15c861d1dd7333cf35e0c7&chksm=849165cbb3e6ecdd13b9fe7b207ae8b2def572a44a8ab6368f71c27a39c94be8c8a72c14ba75#rd,2023-07-31 20:41,0,0
每日积累“背三句”-考试和生活重点话题-雨,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091183&idx=1&sn=1611abedac3d2605d1189918d09acbb1&chksm=849167efb3e6eef9c451aca28e6de1e93bf21eca0bfd0ca95cc74b3e8f0731167105b28e9d0f#rd,2023-06-28 21:58,0,0
每日积累“背三句”-暴雨！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091643&idx=1&sn=b98b0491ccd32df4678d6cd919377864&chksm=849165bbb3e6ecad8f642c4e6938288d69c70cd4a992fc2970d552135e04cf32a14882e709e6#rd,2023-07-30 16:58,0,0
每日积累“背三句”-心态要积极，困难能克服！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091165&idx=1&sn=38a88ec3ccc81bb9e79505dfa4506a32&chksm=849167ddb3e6eecb0a4d1c7c48c7f03be8889fb8b895d2ced27bcee10bcee9233d489b9f86a9#rd,2023-06-27 20:55,0,0
每日积累“背三句”-公共交通,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091611&idx=1&sn=50b5be783529fb365a3f5d8763e3b49d&chksm=8491659bb3e6ec8dee23a0d97dde15a3e50c32066c63c06adc3c3cfdd7453f28795bce814131#rd,2023-07-27 22:09,0,0
每日积累“背三句”-动物园/野生动物,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091158&idx=1&sn=be36f02144cda23f08a5f4e1557b316a&chksm=849167d6b3e6eec021f824462f22c7a7cf36950b9c95170fbb98293f392aac3897d5a50c098a#rd,2023-06-26 20:29,0,0
每日积累“背三句”-谈论一个海滨城市,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091143&idx=1&sn=d3ea7d3b4b645f082a2f3c42abae4d03&chksm=849167c7b3e6eed10a71abf08ddc4e6c32eebdb88dbeadcb7d1c90f23ed0598185dd41aafcad#rd,2023-06-26 06:51,0,0
每日积累“背三句”-你会这样通勤吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090940&idx=2&sn=7925ccda0bba3797305068b44871f037&chksm=849178fcb3e6f1ea0ce9917ed7dcd169e6a78a889db17902f16467e04314f3272ddc9cda5c58#rd,2023-06-15 22:09,0,0
每日积累“背三句”-要保持专注啊！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090890&idx=1&sn=dd5df482b7ed2ee817182f4602bd6b30&chksm=849178cab3e6f1dcf5852aa61ad0d2775069df5aa6b2869ae287b95745f3083b82889507fae5#rd,2023-06-14 21:33,0,0
每日积累“背三句”-口语考试常见题-理想的房子,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090874&idx=1&sn=a4a09a7a27e07f47d13d69b623cd35bf&chksm=849178bab3e6f1ac6f19a47bd2651951885d5d7d3e1481914a75c9f7885c42bebd613a61cfbb#rd,2023-06-13 22:17,0,0
每日积累“背三句”-科技对你有多重要？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091521&idx=1&sn=fd15fa4ecb6c275474ad20d90015a4a2&chksm=84916541b3e6ec57de38f6765ac97fef7a74cf7addf01f2cd88adfdeb3b5ddde6a6721779199#rd,2023-07-20 21:48,0,0
每日积累“背三句”-你最想去哪里玩呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091473&idx=1&sn=e419a49fd342183fc55ff723f8d0cde5&chksm=84916511b3e6ec0784d3213b60302b0b012876e5dfe482b4e7cdde378aa3bd40356ecea0071d#rd,2023-07-17 21:30,0,0
每日积累“背三句”-不寻常的一顿饭,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091499&idx=1&sn=3ee41cbb4b07ba70ad087bff16591a0e&chksm=8491652bb3e6ec3d259fdcf2be526c336f99b93d27b888b65d8e3c4b4364527d7cc71b0519bd#rd,2023-07-19 21:14,0,0
每日积累“背三句”-我爱冰激凌！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091480&idx=1&sn=c9f19b9a9067bb92279e1ec8e2e5d6f1&chksm=84916518b3e6ec0e71ae577b6f1561db55f9385299f75c7c10dbee9a991bbbb5825adb16ed8d#rd,2023-07-18 22:26,0,0
每日积累“背三句”-你爱音乐吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091458&idx=1&sn=8e1acebc55503c2fcb0e036b25781feb&chksm=84916502b3e6ec143213084c8e99859a0fc34f806baf50d6ea2aa117f528912dd32940838d3d#rd,2023-07-17 06:51,0,0
每日积累“背三句”-哎，太热了...,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091323&idx=1&sn=95b89a2cf43b4b5855cde9dd78802e26&chksm=8491667bb3e6ef6df8aa0485058a7fbde2cc6320ba22b1441889bee86684ed58c57badd8b342#rd,2023-07-11 06:47,0,0
每日积累“背三句”-夏天要玩这个游戏！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091308&idx=1&sn=0e8cf5f9384b13369c8787914cda257b&chksm=8491666cb3e6ef7abe51862d9262d93fb86051b02006cd0b4762fa7d3c895f4afd67c60bedc4#rd,2023-07-09 21:04,0,0
每日积累“背三句”-人工智能很危险吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091292&idx=1&sn=25d773e2fc02941c83cd458ab6c8dbd1&chksm=8491665cb3e6ef4aad52b54c8d5647453335ecce0c0d73219ea3344b7f4c0b57ce5bee89c399#rd,2023-07-08 08:34,0,0
每日积累“背三句”-你最喜欢什么颜色？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091277&idx=1&sn=fd56fe99607c56f918cd9cb610eb83f9&chksm=8491664db3e6ef5b12129462e861a9e666492d2b5f4721a0ad8bd5dd67308e255553512b1100#rd,2023-07-06 21:50,0,0
每日积累“背三句”-怎么保持体型呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651091255&idx=1&sn=201a9e42e8380dd6377a3f52826d62b1&chksm=84916637b3e6ef212b3e457ee186ce6821cac28d07d0d0dc14b63cc3a35e7e2866754ec95ce9#rd,2023-07-05 21:44,0,0
每日积累“背三句”-内向的力量,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090800&idx=1&sn=e2e6dfd62c176fc7de5e224ec64bfeb7&chksm=84917870b3e6f16684aaae0a8ad7bdafecd7ab4ffd83e7c7a74d6fb4f0e46522cb2f33a7abec#rd,2023-06-07 22:19,0,0
每日积累“背三句”-我爱冰激凌！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090755&idx=1&sn=71342fc0a48eb11bd96e2ce28fd07842&chksm=84917843b3e6f1553f66f5274191c345f10aa1480d6b42b770d3eea8896bfe8b91e2b3bdc524#rd,2023-06-05 21:36,0,0
每日积累“背三句”-又是一年高考时！考生加油！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090782&idx=1&sn=90645a25c0e7f211b9160b9264014d47&chksm=8491785eb3e6f148c8c3733a7c67c8a65802c4416d13ff4ca9f4560e0937c685da7ecb269a44#rd,2023-06-06 20:13,0,0
每日积累“背三句”-这个水上运动你肯定会爱！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090736&idx=1&sn=238b30f11ab326aeb06b03c976b05120&chksm=84917830b3e6f1268f417ed4de354d7dbbd4aa31f9e3b957f58f1a60525053a04b513b9e0476#rd,2023-06-04 13:20,0,0
每日积累“背三句”-五月天！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090628&idx=1&sn=aa32b05b3c39684ae7003d8ad2a9d2a8&chksm=849179c4b3e6f0d24cdf79a4677657733e378efa513512158cc1ad2b27f3f7bc0c435cebc658#rd,2023-05-25 22:54,0,0
每日积累“背三句”-疑似口语新题/轮换题-专注,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090132&idx=1&sn=d0d139364811fabbbe5e5073df2b6a2c&chksm=84917bd4b3e6f2c2430636ee2cf887d434c8ef6ffac2281f73ee33fcd1bc123f3fd270425e10#rd,2023-05-05 21:59,0,0
每日积累“背三句”-在家上班！哇！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090613&idx=1&sn=034dc0f749abe1fe364359a68f9da799&chksm=849179b5b3e6f0a3dd4149225dc2b9babc4b9e0761ffc4f29a0d74f0b96da65dd17245e39aef#rd,2023-05-24 21:25,0,0
每日积累“背三句”-如何拥有幽默感？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090597&idx=1&sn=df48593d6793f8811abae554aa630a73&chksm=849179a5b3e6f0b3b749e3bc8eb34816820ddec59423a66e4d9e8368017d643dfc5daba8dbf7#rd,2023-05-24 06:58,0,0
每日积累“背三句”-心态要积极，困难能克服！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090101&idx=1&sn=4a654c2720fbd359adf375c7206eee99&chksm=84917bb5b3e6f2a30f594a8c1f68403d7227b53760bda2ad255c7bc4edda797e3ff5e340bb09#rd,2023-05-03 21:25,0,0
每日积累“背三句”-疑似口语新题/轮换题-teachers,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090114&idx=1&sn=82c307355579ae3b5422fb1f8a9ae4e4&chksm=84917bc2b3e6f2d4ce0d99863986bf8e5a48616597a0a05f7ebfac3e9d807596f35d7b3a3623#rd,2023-05-04 21:48,0,0
每日积累“背三句”-健康生活,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089958&idx=2&sn=71cd8d66b2744abd920e0684d78b7f60&chksm=84917b26b3e6f2306ebbb97332700dbebbeef5012d2f92bfdae0041681f33b8f3b4538a1dc79#rd,2023-04-20 22:12,0,0
每日积累“背三句”-内向的力量,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089988&idx=1&sn=da8cd040c6c0e708e1693f02996120cc&chksm=84917b44b3e6f25239a7235588c0c4134b46180588a6023def800d6c6b8da2e677eaa8b4af55#rd,2023-04-24 06:50,0,0
每日积累“背三句”-巧克力！Wow！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090353&idx=1&sn=9d613b879d2f51c0d4b56e64a22fc3b4&chksm=84917ab1b3e6f3a7a0dc3641fa3b8811051d4aa9b1b7c46ffb78813cc4fed6def12be1ad6f9d#rd,2023-05-16 21:23,0,0
每日积累“背三句”-这么能攒钱吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089909&idx=1&sn=0eb848a6bbd17a54a52d569f806f599f&chksm=84917cf5b3e6f5e3be588a798467f818926ecdea06096c2994f13ad25f87c71d895c52ad2f77#rd,2023-04-20 06:51,0,0
每日积累“背三句”-五一去哪里玩呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090011&idx=1&sn=37a6bda189350db99d76a51d94de8a99&chksm=84917b5bb3e6f24d67a87f0eee645c7b18e6e67c8d5871a429ab277c80542304f2fb9f48c76e#rd,2023-04-25 06:53,0,0
每日积累“背三句”-怎么保护眼睛、预防近视？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090315&idx=1&sn=ed78491f8eae62dde2dd463752fd9710&chksm=84917a8bb3e6f39dd13a0a4ece53c4b2e26acf68c695e11057d53385bb2e084cec88e3f592b5#rd,2023-05-15 06:41,0,0
每日积累“背三句”-这个运动/爱好非常好！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089791&idx=1&sn=43be5845854b5b41cd051e2a366d5b41&chksm=84917c7fb3e6f56936567f6997d6172a103ff6db72b1352154a95c3c29553f7cdfa56722278b#rd,2023-04-12 21:55,0,0
每日积累“背三句”-喝水喝水喝水！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651090331&idx=1&sn=4d44ae647285568a45e24e11db7fa659&chksm=84917a9bb3e6f38d7bb2eed581adefddc53c851db91aa8c1a494f75ceba219bfb9e362ce54fb#rd,2023-05-15 21:36,0,0
每日积累“背三句”-谈论社会现象-名人,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089765&idx=1&sn=76b49ee1af7d86ff34e858104d7c83b3&chksm=84917c65b3e6f573a9998c90a02d479c090e31ec43d7a07e4d65001beec861ca4ccff0005f50#rd,2023-04-11 22:10,0,0
每日积累“背三句”-我想去度假！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089742&idx=1&sn=a27fd91bdac484f32e7d52705d2cb3c8&chksm=84917c4eb3e6f558d9f8b4319ea8c7c3c8a46d7ae833f99aaf54ba0f8c52bede0ff56ecc2896#rd,2023-04-10 21:55,0,0
每日积累“背三句”-first day of school,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089719&idx=1&sn=5c1bc1f5230a6c090088847cf4a14b73&chksm=84917c37b3e6f52166680c92feec6bf61e3bdb02dfd7e3659be8bcf582d59745e8af91d2858b#rd,2023-04-09 19:50,0,0
每日积累“背三句”-雅思口语小难点-geography（地理）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089299&idx=1&sn=1119609ea71e48edf9ad303915d092e6&chksm=84917e93b3e6f7850758074075a62881f36db795374f1a13821ef0d846874e3a4b4d52fb7e68#rd,2023-03-22 20:36,0,0
每日积累“背三句”-朋友 v. 家人,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089210&idx=1&sn=7c661add7dcb053ca500df254299cc7d&chksm=84917e3ab3e6f72c988321963d32af47263beafef9d93ad70b5e5cc57fa4835cd15b91ee99af#rd,2023-03-20 00:32,0,0
每日积累“背三句”-什么让你开心快乐呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089241&idx=1&sn=97e657f57789c3b9e19adb1de0667aba&chksm=84917e59b3e6f74fab06d83f382061fa2f17bbc6375d23a7e88e399dfc388a4591c50bb6ff0e#rd,2023-03-20 20:59,0,0
每日积累“背三句”-我很喜欢这个城市！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089278&idx=1&sn=80e86be349b85071509e8d7fcc8e57b9&chksm=84917e7eb3e6f7687f47c65ef27702a625605b9c2046a0d25c16319a08ef8b2e08146a36c5b7#rd,2023-03-21 21:00,0,0
每日积累“背三句”-你也爱喝咖啡吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089006&idx=1&sn=49b77d728a57681944c7803bad119426&chksm=84917f6eb3e6f678b5597c6d7c09308e1bee65ce34c522d62384b6d71996efea8c2bb50b9565#rd,2023-03-08 21:50,0,0
每日积累“背三句”-如何让自己能赚的更多？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089018&idx=1&sn=3308eab42f734faa05e2a194340fb9bc&chksm=84917f7ab3e6f66ceefa0c3cbd5ce70e2c86d7211ae06017368b672f11875bfd4f6b792742ea#rd,2023-03-09 20:18,0,0
每日积累“背三句”-点咖啡、谈论咖啡,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089006&idx=2&sn=18637af89c81c54bf82e3cb99f86137a&chksm=84917f6eb3e6f6789114277bb155af3df986abf577898d6a5ee0d479357d7d0ceaa0700fe894#rd,2023-03-08 21:50,0,0
每日积累“背三句”-你们都关心什么呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088977&idx=1&sn=ef8d7e0c43de69e4727814e5590bb874&chksm=84917f51b3e6f647540f239990b5e4d3ffd18962ef1865c444aaeb7b419ffcdd8dda0ed0a767#rd,2023-03-08 06:44,0,0
每日积累“背三句”-我爱旅行！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088823&idx=1&sn=84bd076f24f3eceb2ccb5ac777ba64ff&chksm=849170b7b3e6f9a1bc1b1e885767ef4f6bf8bf1de8e9b71e682d04400c784e6299a95e7bd14f#rd,2023-03-01 22:22,0,0
每日积累“背三句”-口语写作重点-technology,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088781&idx=1&sn=6cc77ddc7321376039a330de21fa45ef&chksm=8491708db3e6f99bc7120a87beeaee105ee8e642a90d7d5f6d9196b8387940fa7728ee1dc71b#rd,2023-02-28 20:04,0,0
每日积累“背三句”-愉快的一天,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088757&idx=1&sn=34cacbb15df7825999ce1eba2d637a68&chksm=84917075b3e6f963e47964bbb634d8a31d8304ebfb5f9f4f2163d64fd14d05e433abde5a8005#rd,2023-02-27 20:47,0,0
每日积累“背三句”-买房,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088701&idx=1&sn=756650e32ce0571564c3ad633a3ead93&chksm=8491703db3e6f92be33a24fe3c87c3fa0b5022d82bd258a89d4116116b9c57748b65e50893af#rd,2023-02-26 15:05,0,0
每日积累“背三句”-熬夜,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088111&idx=1&sn=798fef70c473f9e3e61d69cea8fe6469&chksm=849173efb3e6faf96acc1cb6b6fb48b8af2b0116f6f497ffb84ce8ff50f764be079810f62231#rd,2023-02-16 22:29,0,0
每日积累“背三句”-口语考试难点-space（太空）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088104&idx=1&sn=caab04bffd706034554aefa402c8fdf6&chksm=849173e8b3e6fafe73f7a933bbb4fc46245e5034468bbe0659e2d226ab481b38c34e5eb5b87a#rd,2023-02-15 21:39,0,0
每日积累“背三句”-如何每天充满动力,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089569&idx=1&sn=6bb65691fdb148414c17b52a66f5b3ae&chksm=84917da1b3e6f4b73f6676ccefcae6171a05bdb8e0af1e4118f9facd9f9daebdefecc0b0a099#rd,2023-04-02 11:12,0,0
每日积累“背三句”-如何谈论first day of school（小学）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651088082&idx=1&sn=897b6460ffe421465aeca3709c668184&chksm=849173d2b3e6fac484804bc31bfdc343de26743e4725a3354036e8ab04b71e6105b2dc7c7455#rd,2023-02-14 22:00,0,0
每日积累“背三句”-好愉快的经历！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089510&idx=1&sn=4e24ca8610ca6326c8d2a4da1f1ef4d0&chksm=84917d66b3e6f470c70e4a81782b3612fb9b2798f4d4066c88923b45b3141a6a32022123d264#rd,2023-03-30 21:40,0,0
每日积累“背三句”-雅思口语小难题-art,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651089488&idx=2&sn=2fd181909cfcdb170a94e64a7927bdb0&chksm=84917d50b3e6f4460dbd97fe845df14e9c233e7da6306fcef03520cabc02b0082372c1f44819#rd,2023-03-29 21:51,0,0
每日积累“背三句”-中国人口下降,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087967&idx=1&sn=6990983ac14acda9bb547e171c57c95b&chksm=8491735fb3e6fa49871396438a6c4682e3b0f076a6a0c096a2a3585f974df0cec65aa76e5779#rd,2023-02-08 22:56,0,0
每日积累“背三句”-口语重点-描述一个物品,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087945&idx=1&sn=8e4ab06928fc153a0c351026d86a019c&chksm=84917349b3e6fa5fd41958f7124e8e55a2c743a5e0f2c320141d0b6bde83f8b7216aa9ba744e#rd,2023-02-07 21:38,0,0
每日积累“背三句”-熬夜（本季度新题）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087553&idx=1&sn=451e4bc427332d7508a4a01a363d1f72&chksm=849175c1b3e6fcd74c029b5b9f1b0c2967a79d24652c0723d46596c44bacd010ec97c8778910#rd,2023-01-12 22:43,0,0
每日积累“背三句”-最近爆火的ChatGPT！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087923&idx=1&sn=faffd497be4757b73adfdf6f86c7c4fc&chksm=84917333b3e6fa2549b8df98f5e48e8180a96af484ec0403fcb0e0fd3479ee768e9a8587d738#rd,2023-02-06 21:04,0,0
每日积累“背三句”-你未来想做什么工作呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087591&idx=1&sn=bfc69b11f27e5cbe10cf01f5c22eafd4&chksm=849175e7b3e6fcf1fc3f2a2c58f4a726e6725c24b580ae2c7fa51529b7064bfb2e65b04e7b4c#rd,2023-01-15 19:36,0,0
帅哥口语又满分了！！！每日积累“背三句”-small businesses（帅哥考试话题）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087528&idx=1&sn=2748513d4dce06c6e7552efce4cafa84&chksm=849175a8b3e6fcbea98320b2c82e4da8bd3a2342fd6d195988e2a833ebe83dffb0c1627a8679#rd,2023-01-11 23:07,0,0
每日积累“背三句”-无论如何，要有梦想！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651087106&idx=1&sn=5d75e163c4404b594aa7ea514972f700&chksm=84917602b3e6ff1483cb4d1a49e4bfb94b4d960905e54b1560b04248de3ac94934af8a2b0b74#rd,2022-12-25 20:40,0,0
